Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
672,Rafael Tolói,it ITA,DF,São Paulo,35-011,1990,2.3,10,4,4,4,2,5,7,71.4,2,3,2,1,5,15,15,0,Matches
673,Félix Torres Caicedo,ec ECU,DF,Corinthians,28-283,1997,6.2,10,7,6,4,0,8,11,72.7,3,6,2,4,12,22,21,0,Matches
674,Facundo Torres,uy URU,"FW,MF",Palmeiras,25-191,2000,15.5,12,6,8,3,1,4,15,26.7,11,13,2,11,5,17,9,0,Matches
675,Bruno Tubarão,br BRA,"FW,DF",Ceará,30-230,1995,1.1,4,2,2,2,0,2,5,40.0,3,2,0,2,0,4,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
676,Enner Valencia,ec ECU,FW,Internacional,35-351,1989,7.0,5,4,1,4,0,1,4,25.0,3,2,2,0,1,6,5,0,Matches
677,Vanderlan,br BRA,DF,Palmeiras,23-044,2002,2.2,6,5,5,1,0,3,5,60.0,2,7,2,5,5,11,7,0,Matches
678,Vanderlan,br BRA,DF,RB Bragantino,23-044,2002,9.5,15,11,12,1,2,8,14,57.1,6,6,2,4,2,17,18,1,Matches
679,Guillermo Varela,uy URU,DF,Flamengo,32-211,1993,11.7,20,13,9,7,4,9,16,56.3,7,6,4,2,4,24,34,1,Matches
680,Pablo Vegetti,ar ARG,FW,Vasco da Gama,37-006,1988,21.9,14,8,5,5,4,8,22,36.4,14,13,1,12,4,18,34,1,Matches
681,Raphael Veiga,br BRA,MF,Palmeiras,30-124,1995,7.9,12,4,3,7,2,5,8,62.5,3,9,3,6,3,15,9,0,Matches
682,Fausto Vera,ar ARG,MF,Atlético Mineiro,25-209,2000,10.7,23,15,9,12,2,12,20,60.0,8,7,4,3,10,33,11,0,Matches
683,Gabriel Veron,br BRA,"FW,MF",Santos,23-048,2002,1.4,7,6,4,3,0,3,6,50.0,3,1,1,0,0,7,0,0,Matches
684,Gabriel Veron,br BRA,"FW,MF",Juventude,23-048,2002,6.6,6,4,2,1,3,1,6,16.7,5,5,0,5,3,9,2,0,Matches
685,João Victor,br BRA,DF,Mirassol,28-049,1997,25.0,19,12,9,9,1,10,14,71.4,4,42,33,9,24,43,143,0,Matches
686,João Victor,br BRA,FW,Ceará,21-177,2004,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
687,João Victor,br BRA,DF,Vasco da Gama,27-096,1998,15.9,28,25,23,5,0,15,19,78.9,4,24,11,13,10,38,99,2,Matches
688,Marcos Victor,br BRA,DF,Ceará,23-299,2001,7.0,8,6,4,4,0,2,2,100.0,0,5,3,2,6,14,55,0,Matches
689,Viery,br BRA,DF,Grêmio,20-292,2005,0.3,0,0,0,0,0,0,0,,0,4,2,2,0,0,4,1,Matches
690,Lucas Villalba,ar ARG,DF,Cruzeiro,31-063,1994,24.8,25,16,13,11,1,12,19,63.2,7,33,24,9,34,59,149,1,Matches
691,Mathías Villasanti,py PAR,MF,Grêmio,28-270,1997,12.8,41,28,18,18,5,19,40,47.5,21,18,2,16,25,66,30,0,Matches
692,Matías Viña,uy URU,DF,Flamengo,27-346,1997,3.1,10,6,4,5,1,5,10,50.0,5,6,1,5,1,11,5,1,Matches
693,Vinícius,br BRA,MF,Ceará,34-189,1991,2.2,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,Matches
694,Alix Vinicius,br BRA,DF,RB Bragantino,25-349,1999,1.7,2,1,0,2,0,0,0,,0,2,1,1,1,3,15,0,Matches
695,Carlos Vinícius,br BRA,FW,Grêmio,30-210,1995,4.1,0,0,0,0,0,0,2,0.0,2,1,1,0,0,0,4,0,Matches
696,Vitão,br BRA,DF,Internacional,25-261,2000,21.8,22,13,16,6,0,12,23,52.2,11,21,9,12,15,37,99,1,Matches
697,Vitinho,br BRA,"FW,MF",Internacional,26-203,1999,9.5,18,9,7,9,2,7,18,38.9,11,13,1,12,7,25,9,0,Matches
698,Vitinho,br BRA,"FW,MF",Corinthians,32-012,1993,3.4,8,7,4,1,3,4,6,66.7,2,6,1,5,2,10,0,0,Matches
699,Vitinho,br BRA,DF,Botafogo (RJ),26-090,1999,24.2,55,31,38,9,8,30,51,58.8,21,26,7,19,18,73,69,1,Matches
700,Rayan Vitor,br BRA,FW,Vasco da Gama,19-079,2006,24.6,29,15,9,14,6,12,20,60.0,8,14,1,13,12,41,40,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
701,Tiago Volpi,br BRA,GK,Grêmio,34-306,1990,24.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,1,Matches
702,Wagner,br BRA,DF,Grêmio,26-090,1999,21.3,20,9,14,5,1,8,15,53.3,7,19,17,2,25,45,135,1,Matches
703,Walace,br BRA,MF,Cruzeiro,30-200,1995,2.1,4,2,2,2,0,2,8,25.0,6,3,0,3,5,9,6,0,Matches
704,Wallace,br BRA,"FW,MF",Flamengo,20-255,2005,2.3,4,4,0,1,3,2,4,50.0,2,5,0,5,1,5,0,0,Matches
705,Walter,br BRA,GK,Mirassol,37-337,1987,22.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,1,Matches
706,Wanderson,br BRA,"FW,MF",Cruzeiro,31-014,1994,19.8,11,8,5,5,1,8,22,36.4,14,17,3,14,6,17,19,0,Matches
707,Deivid Washington,br BRA,FW,Santos,20-138,2005,6.2,3,2,1,2,0,1,6,16.7,5,0,0,0,5,8,2,0,Matches
708,José Welison,br BRA,MF,Fortaleza,30-224,1995,4.9,16,8,9,5,2,8,12,66.7,4,10,3,7,5,21,10,2,Matches
709,Wendell,br BRA,MF,Vitória,20-051,2005,0.7,1,1,1,0,0,0,0,,0,1,0,1,3,4,2,2,Matches
710,Wendell,br BRA,DF,São Paulo,32-093,1993,9.3,20,15,8,9,3,10,13,76.9,3,8,1,7,10,30,34,0,Matches
711,Wesley,br BRA,DF,Flamengo,22-045,2003,10.9,29,20,15,11,3,13,24,54.2,11,10,1,9,12,41,16,1,Matches
712,Wesley,br BRA,"FW,MF",Internacional,26-205,1999,13.7,29,20,9,14,6,14,30,46.7,16,16,2,14,7,36,16,0,Matches
713,Weverson,br BRA,DF,Fortaleza,25-108,2000,2.2,3,2,2,1,0,3,4,75.0,1,3,0,3,1,4,6,0,Matches
714,Wéverton,br BRA,GK,Palmeiras,37-312,1987,26.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,8,2,Matches
715,William,br BRA,DF,Cruzeiro,30-201,1995,17.6,55,33,30,22,3,36,73,49.3,37,24,6,18,30,85,65,1,Matches
716,Willian,br BRA,MF,Vitória,32-158,1993,7.8,13,7,6,7,0,7,14,50.0,7,6,0,6,15,28,20,0,Matches
717,Willian,br BRA,FW,Grêmio,37-073,1988,1.7,0,0,0,0,0,0,2,0.0,2,2,1,1,0,0,0,0,Matches
718,Estêvão Willian,br BRA,"MF,FW",Palmeiras,18-180,2007,9.2,5,1,3,1,1,1,9,11.1,8,2,0,2,2,7,1,0,Matches
719,Mateus Xavier,br BRA,"FW,MF",Santos,18-114,2007,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0,Matches
720,Samuel Xavier,br BRA,DF,Fluminense,35-137,1990,17.6,24,17,13,8,3,15,26,57.7,11,22,6,16,7,31,48,1,Matches
721,Yago,br BRA,"MF,FW",Mirassol,30-260,1995,6.2,18,7,8,9,1,5,13,38.5,8,12,4,8,5,23,5,1,Matches
722,Yago,br BRA,MF,Internacional,18-258,2007,0.8,1,1,0,1,0,0,0,,0,3,0,3,0,1,2,0,Matches
723,Young,br BRA,GK,São Paulo,23-228,2002,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
724,Vinícius Zanocelo,br BRA,MF,Ceará,24-264,2001,2.8,4,2,1,2,1,3,7,42.9,4,3,1,2,4,8,5,0,Matches
725,Lukas Zuccarello,br BRA,FW,Vasco da Gama,18-323,2006,0.3,1,1,1,0,0,0,0,,0,2,0,2,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
